time_ns,model_kind,transition,node_id,peer_node_id,flow_id,packet_id,model_sequence,size_bytes,queue_occupancy_packets,queue_occupancy_bytes,departure_time_ns
600000,switch,switch_forward,0,,0,6,13,1000,,,
600000,switch,switch_forward,0,,1,6,12,1000,,,
600000,port,egress_enqueue,0,1,0,6,18,1000,1,1000,
600000,port,egress_enqueue,0,2,1,6,18,1000,1,1000,
600000,port,egress_dequeue,0,1,0,6,19,1000,0,0,608000
600000,port,egress_dequeue,0,2,1,6,19,1000,0,0,608000
608000,switch,switch_forward,1,,0,6,6,1000,,,
608000,switch,switch_forward,2,,1,6,6,1000,,,
608000,port,egress_departure,0,1,0,6,20,1000,0,0,
608000,port,egress_departure,0,2,1,6,20,1000,0,0,
608000,sink,sink_receive,1,,0,6,6,1000,,,
608000,sink,sink_receive,2,,1,6,6,1000,,,
700000,source,source_emit,0,,0,7,7,1000,,,
700000,source,source_emit,0,,1,7,7,1000,,,
700000,switch,switch_forward,0,,0,7,15,1000,,,
700000,switch,switch_forward,0,,1,7,14,1000,,,
700000,port,egress_enqueue,0,1,0,7,21,1000,1,1000,
700000,port,egress_enqueue,0,2,1,7,21,1000,1,1000,
700000,port,egress_dequeue,0,1,0,7,22,1000,0,0,708000
700000,port,egress_dequeue,0,2,1,7,22,1000,0,0,708000
708000,switch,switch_forward,1,,0,7,7,1000,,,
708000,switch,switch_forward,2,,1,7,7,1000,,,
708000,port,egress_departure,0,1,0,7,23,1000,0,0,
708000,port,egress_departure,0,2,1,7,23,1000,0,0,
708000,sink,sink_receive,1,,0,7,7,1000,,,
708000,sink,sink_receive,2,,1,7,7,1000,,,
800000,source,source_emit,0,,0,8,8,1000,,,
800000,source,source_emit,0,,1,8,8,1000,,,
800000,switch,switch_forward,0,,0,8,17,1000,,,
800000,switch,switch_forward,0,,1,8,16,1000,,,
800000,port,egress_enqueue,0,1,0,8,24,1000,1,1000,
800000,port,egress_enqueue,0,2,1,8,24,1000,1,1000,
800000,port,egress_dequeue,0,1,0,8,25,1000,0,0,808000
800000,port,egress_dequeue,0,2,1,8,25,1000,0,0,808000
808000,switch,switch_forward,1,,0,8,8,1000,,,
808000,switch,switch_forward,2,,1,8,8,1000,,,
808000,port,egress_departure,0,1,0,8,26,1000,0,0,
808000,port,egress_departure,0,2,1,8,26,1000,0,0,
808000,sink,sink_receive,1,,0,8,8,1000,,,
808000,sink,sink_receive,2,,1,8,8,1000,,,
900000,source,source_emit,0,,0,9,9,1000,,,
900000,source,source_emit,0,,1,9,9,1000,,,
900000,switch,switch_forward,0,,0,9,19,1000,,,
900000,switch,switch_forward,0,,1,9,18,1000,,,
900000,port,egress_enqueue,0,1,0,9,27,1000,1,1000,
900000,port,egress_enqueue,0,2,1,9,27,1000,1,1000,
900000,port,egress_dequeue,0,1,0,9,28,1000,0,0,908000
900000,port,egress_dequeue,0,2,1,9,28,1000,0,0,908000
908000,switch,switch_forward,1,,0,9,9,1000,,,
908000,switch,switch_forward,2,,1,9,9,1000,,,
908000,port,egress_departure,0,1,0,9,29,1000,0,0,
908000,port,egress_departure,0,2,1,9,29,1000,0,0,
908000,sink,sink_receive,1,,0,9,9,1000,,,
908000,sink,sink_receive,2,,1,9,9,1000,,,
