time_ns,model_kind,transition,node_id,peer_node_id,flow_id,packet_id,model_sequence,size_bytes,queue_occupancy_packets,queue_occupancy_bytes,departure_time_ns
8000,port,egress_dequeue,4,13,2,0,4,1000,0,0,16000
8000,port,egress_dequeue,6,14,1,0,5,1000,1,1000,16000
8000,port,egress_dequeue,8,16,6,0,1,1000,0,0,16000
8000,port,egress_dequeue,9,0,7,0,1,1000,0,0,16000
8000,port,egress_dequeue,13,18,3,0,1,1000,0,0,16000
8000,port,egress_dequeue,14,16,5,0,1,1000,0,0,16000
8000,port,egress_departure,1,8,6,0,2,1000,0,0,
8000,port,egress_departure,1,9,7,0,3,1000,1,1000,
8000,port,egress_departure,4,13,3,0,3,1000,1,1000,
8000,port,egress_departure,6,14,5,0,4,1000,2,2000,
16000,switch,switch_forward,0,,7,0,0,1000,,,
16000,switch,switch_forward,9,,4,0,1,1000,,,
16000,switch,switch_forward,13,,2,0,1,1000,,,
16000,switch,switch_forward,14,,1,0,1,1000,,,
16000,switch,switch_forward,16,,5,0,1,1000,,,
16000,switch,switch_forward,16,,6,0,0,1000,,,
16000,switch,switch_forward,18,,3,0,0,1000,,,
16000,port,egress_enqueue,9,0,4,0,2,1000,1,1000,
16000,port,egress_enqueue,13,18,2,0,3,1000,1,1000,
16000,port,egress_enqueue,14,16,1,0,3,1000,1,1000,
16000,port,egress_enqueue,16,8,5,0,0,1000,1,1000,
16000,port,egress_enqueue,16,10,6,0,0,1000,1,1000,
16000,port,egress_enqueue,18,11,3,0,0,1000,1,1000,
16000,port,egress_dequeue,6,14,0,0,7,1000,0,0,24000
16000,port,egress_dequeue,9,0,4,0,4,1000,0,0,24000
16000,port,egress_dequeue,13,18,2,0,4,1000,0,0,24000
16000,port,egress_dequeue,14,16,1,0,4,1000,0,0,24000
16000,port,egress_dequeue,16,8,5,0,1,1000,0,0,24000
16000,port,egress_dequeue,16,10,6,0,1,1000,0,0,24000
16000,port,egress_dequeue,18,11,3,0,1,1000,0,0,24000
16000,port,egress_departure,1,9,4,0,5,1000,0,0,
16000,port,egress_departure,4,13,2,0,5,1000,0,0,
16000,port,egress_departure,6,14,1,0,6,1000,1,1000,
16000,port,egress_departure,8,16,6,0,2,1000,0,0,
16000,port,egress_departure,9,0,7,0,3,1000,1,1000,
16000,port,egress_departure,13,18,3,0,2,1000,0,0,
16000,port,egress_departure,14,16,5,0,2,1000,0,0,
16000,sink,sink_receive,0,,7,0,0,1000,,,
24000,switch,switch_forward,0,,4,0,1,1000,,,
24000,switch,switch_forward,8,,5,0,1,1000,,,
24000,switch,switch_forward,10,,6,0,0,1000,,,
24000,switch,switch_forward,11,,3,0,0,1000,,,
24000,switch,switch_forward,14,,0,0,2,1000,,,
24000,switch,switch_forward,16,,1,0,2,1000,,,
24000,switch,switch_forward,18,,2,0,1,1000,,,
24000,port,egress_enqueue,8,0,5,0,0,1000,1,1000,
24000,port,egress_enqueue,10,2,6,0,0,1000,1,1000,
24000,port,egress_enqueue,11,3,3,0,0,1000,1,1000,
24000,port,egress_enqueue,14,16,0,0,6,1000,1,1000,
24000,port,egress_enqueue,16,12,1,0,0,1000,1,1000,
24000,port,egress_enqueue,18,11,2,0,2,1000,1,1000,
24000,port,egress_dequeue,8,0,5,0,1,1000,0,0,32000
24000,port,egress_dequeue,10,2,6,0,1,1000,0,0,32000
24000,port,egress_dequeue,11,3,3,0,1,1000,0,0,32000
24000,port,egress_dequeue,14,16,0,0,7,1000,0,0,32000
24000,port,egress_dequeue,16,12,1,0,1,1000,0,0,32000
24000,port,egress_dequeue,18,11,2,0,4,1000,0,0,32000
24000,port,egress_departure,6,14,0,0,8,1000,0,0,
24000,port,egress_departure,9,0,4,0,5,1000,0,0,
24000,port,egress_departure,13,18,2,0,5,1000,0,0,
24000,port,egress_departure,14,16,1,0,5,1000,0,0,
24000,port,egress_departure,16,8,5,0,2,1000,0,0,
24000,port,egress_departure,16,10,6,0,2,1000,0,0,
24000,port,egress_departure,18,11,3,0,3,1000,1,1000,
24000,sink,sink_receive,0,,4,0,0,1000,,,
32000,switch,switch_forward,0,,5,0,2,1000,,,
32000,switch,switch_forward,2,,6,0,0,1000,,,
32000,switch,switch_forward,3,,3,0,0,1000,,,
32000,switch,switch_forward,11,,2,0,1,1000,,,
32000,switch,switch_forward,12,,1,0,0,1000,,,
32000,switch,switch_forward,16,,0,0,3,1000,,,
32000,port,egress_enqueue,11,3,2,0,2,1000,1,1000,
32000,port,egress_enqueue,12,4,1,0,0,1000,1,1000,
32000,port,egress_enqueue,16,12,0,0,2,1000,1,1000,
32000,port,egress_dequeue,11,3,2,0,4,1000,0,0,40000
32000,port,egress_dequeue,12,4,1,0,1,1000,0,0,40000
32000,port,egress_dequeue,16,12,0,0,4,1000,0,0,40000
32000,port,egress_departure,8,0,5,0,2,1000,0,0,
32000,port,egress_departure,10,2,6,0,2,1000,0,0,
32000,port,egress_departure,11,3,3,0,3,1000,1,1000,
32000,port,egress_departure,14,16,0,0,8,1000,0,0,
32000,port,egress_departure,16,12,1,0,3,1000,1,1000,
32000,port,egress_departure,18,11,2,0,5,1000,0,0,
32000,sink,sink_receive,0,,5,0,0,1000,,,
32000,sink,sink_receive,2,,6,0,0,1000,,,
32000,sink,sink_receive,3,,3,0,0,1000,,,
40000,switch,switch_forward,3,,2,0,1,1000,,,
40000,switch,switch_forward,4,,1,0,2,1000,,,
40000,switch,switch_forward,12,,0,0,1,1000,,,
40000,port,egress_enqueue,12,4,0,0,2,1000,1,1000,
40000,port,egress_dequeue,12,4,0,0,4,1000,0,0,48000
40000,port,egress_departure,11,3,2,0,5,1000,0,0,
40000,port,egress_departure,12,4,1,0,3,1000,1,1000,
40000,port,egress_departure,16,12,0,0,5,1000,0,0,
40000,sink,sink_receive,3,,2,0,0,1000,,,
40000,sink,sink_receive,4,,1,0,0,1000,,,
48000,switch,switch_forward,4,,0,0,3,1000,,,
48000,port,egress_departure,12,4,0,0,5,1000,0,0,
48000,sink,sink_receive,4,,0,0,0,1000,,,
100000,source,source_emit,1,,4,1,1,1000,,,
100000,source,source_emit,1,,6,1,1,1000,,,
100000,source,source_emit,1,,7,1,1,1000,,,
100000,source,source_emit,4,,2,1,1,1000,,,
100000,source,source_emit,4,,3,1,1,1000,,,
100000,source,source_emit,6,,0,1,1,1000,,,
100000,source,source_emit,6,,1,1,1,1000,,,
100000,source,source_emit,6,,5,1,1,1000,,,
100000,switch,switch_forward,1,,4,1,5,1000,,,
100000,switch,switch_forward,1,,6,1,4,1000,,,
100000,switch,switch_forward,1,,7,1,3,1000,,,
100000,switch,switch_forward,4,,2,1,5,1000,,,
100000,switch,switch_forward,4,,3,1,4,1000,,,
100000,switch,switch_forward,6,,0,1,5,1000,,,
100000,switch,switch_forward,6,,1,1,4,1000,,,
100000,switch,switch_forward,6,,5,1,3,1000,,,
100000,port,egress_enqueue,1,8,6,1,3,1000,1,1000,
100000,port,egress_enqueue,1,9,4,1,8,1000,1,1000,
100000,port,egress_enqueue,1,9,7,1,6,1000,1,1000,
100000,port,egress_enqueue,4,13,2,1,8,1000,1,1000,
100000,port,egress_enqueue,4,13,3,1,6,1000,1,1000,
100000,port,egress_enqueue,6,14,0,1,12,1000,2,2000,
100000,port,egress_enqueue,6,14,1,1,11,1000,1,1000,
100000,port,egress_enqueue,6,14,5,1,9,1000,1,1000,
100000,port,egress_dequeue,1,8,6,1,4,1000,0,0,108000
100000,port,egress_dequeue,1,9,7,1,7,1000,0,0,108000
100000,port,egress_dequeue,4,13,3,1,7,1000,0,0,108000
100000,port,egress_dequeue,6,14,5,1,10,1000,0,0,108000
108000,switch,switch_forward,8,,6,1,2,1000,,,
108000,switch,switch_forward,9,,7,1,2,1000,,,
108000,switch,switch_forward,13,,3,1,2,1000,,,
108000,switch,switch_forward,14,,5,1,3,1000,,,
108000,port,egress_enqueue,8,16,6,1,3,1000,1,1000,
108000,port,egress_enqueue,9,0,7,1,6,1000,1,1000,
108000,port,egress_enqueue,13,18,3,1,6,1000,1,1000,
108000,port,egress_enqueue,14,16,5,1,9,1000,1,1000,
108000,port,egress_dequeue,1,9,4,1,10,1000,0,0,116000
108000,port,egress_dequeue,4,13,2,1,10,1000,0,0,116000
108000,port,egress_dequeue,6,14,1,1,14,1000,1,1000,116000
108000,port,egress_dequeue,8,16,6,1,4,1000,0,0,116000
108000,port,egress_dequeue,9,0,7,1,7,1000,0,0,116000
108000,port,egress_dequeue,13,18,3,1,7,1000,0,0,116000
108000,port,egress_dequeue,14,16,5,1,10,1000,0,0,116000
108000,port,egress_departure,1,8,6,1,5,1000,0,0,
108000,port,egress_departure,1,9,7,1,9,1000,1,1000,
108000,port,egress_departure,4,13,3,1,9,1000,1,1000,
108000,port,egress_departure,6,14,5,1,13,1000,2,2000,
116000,switch,switch_forward,0,,7,1,3,1000,,,
